image,timestamp,top_tokens,top_probs
cat1-chair2,2024-02-08 11:14:39,"['I', 'A', 'C', 'D', 'E', 'B', 'J', 'H', 'G', 'L', 'M', 'N', 'F', 'K', 'P', 'O']","[0.9349945783615112, 0.027365710586309433, 0.015838056802749634, 0.006011448334902525, 0.0054734861478209496, 0.0030703472439199686, 0.0017769808182492852, 0.0013205400900915265, 0.0008009480079635978, 0.0006850871141068637, 0.0005419485387392342, 0.0005252745468169451, 0.00033388478914275765, 0.00031365573522634804, 0.00020893977489322424, 0.00020893977489322424]"
boat8-truck2,2024-02-08 11:14:39,"['G', 'C', 'B', 'A', 'D', 'F', 'P', 'H', 'K', 'L', 'N', 'M', 'E', 'J', 'O', 'W']","[0.9819108843803406, 0.00461875693872571, 0.003653737483546138, 0.0031744218431413174, 0.002114620991051197, 0.001344134914688766, 0.0008678386802785099, 0.0004296112747397274, 0.00037325278390198946, 0.0003561602788977325, 0.0002688438689801842, 0.0002605724148452282, 0.0002299543411936611, 0.00011383566743461415, 5.724016227759421e-05, 4.122854443266988e-05]"
cat2-truck3,2024-02-08 11:14:40,"['H', 'B', 'A', 'D', 'C', 'G', 'F', 'J', 'E', 'K', 'L', 'M', 'I', 'N', 'P', 'T']","[0.9115211367607117, 0.050627242773771286, 0.013840717263519764, 0.00866129994392395, 0.0061417813412845135, 0.004709067288786173, 0.0017596498364582658, 0.0008575848769396544, 0.0003988139797002077, 0.0003688426222652197, 0.00024189289251808077, 0.0001769726222846657, 0.0001490258873673156, 9.621834760764614e-05, 6.7171233240515e-05, 4.9528964154887944e-05]"
truck5-airplane2,2024-02-08 11:14:40,"['G', 'C', 'A', 'I', 'B', 'P', 'D', 'E', 'F', 'H', 'K', 'N', 'L', 'M', 'J', 'O']","[0.5908586978912354, 0.21736478805541992, 0.06947395205497742, 0.026784595102071762, 0.01899312250316143, 0.017842385917901993, 0.017565766349434853, 0.015261402353644371, 0.005357255693525076, 0.004441320896148682, 0.004107550717890263, 0.0036819844972342253, 0.0024147045332938433, 0.002304126974195242, 0.0019402693724259734, 0.0009605030645616353]"
dog10-clock1,2024-02-08 11:14:40,"['J', 'B', 'K', 'A', 'D', 'C', 'G', 'H', 'M', 'L', 'F', 'I', 'N', 'Q', 'E', 'P']","[0.8941221833229065, 0.03576939180493355, 0.031566374003887177, 0.013366044498980045, 0.010909046977758408, 0.007043411023914814, 0.002673377050086856, 0.0025509539991617203, 0.000742369971703738, 0.00019365876505617052, 0.0001877005270216614, 0.00015319669910240918, 0.0001461813080823049, 0.0001330996019532904, 9.438175038667396e-05, 5.906258957111277e-05]"
bicycle1-bottle3,2024-02-08 11:14:41,"['C', 'F', 'B', 'A', 'D', 'E', 'G', 'P', 'H', 'M', 'N', 'J', 'K', 'L', 'I', 'O']","[0.8323833346366882, 0.14019623398780823, 0.010810772888362408, 0.008160400204360485, 0.007786707021296024, 0.00023513819905929267, 0.0001043419397319667, 6.529551319545135e-05, 4.418115713633597e-05, 3.036523594346363e-05, 2.9894466933910735e-05, 2.638177465996705e-05, 2.4399152607657015e-05, 1.7850801668828353e-05, 1.2364887879812159e-05, 9.935466550814454e-06]"
clock10-boat2,2024-02-08 11:14:41,"['J', 'G', 'D', 'A', 'B', 'C', 'H', 'M', 'K', 'F', 'L', 'N', 'I', 'E', 'Q', 'P']","[0.8401461243629456, 0.11020318418741226, 0.016900205984711647, 0.014455512166023254, 0.010911593213677406, 0.0033278479240834713, 0.001431289711035788, 0.0006351309129968286, 0.0004646716988645494, 0.0003618866903707385, 0.00025263760471716523, 0.00019370397785678506, 0.00017636948905419558, 0.00015564552450086921, 5.816048360429704e-05, 5.725878509110771e-05]"
airplane7-clock3,2024-02-08 11:14:41,"['J', 'D', 'A', 'B', 'C', 'G', 'M', 'H', 'K', 'I', 'L', 'F', 'N', 'E', 'Q', 'P']","[0.9402754306793213, 0.03645843267440796, 0.009660524316132069, 0.008008855395019054, 0.001993561862036586, 0.000898568716365844, 0.0008310402045026422, 0.0005119889392517507, 0.0002418464864604175, 0.0002380969817750156, 0.00016883604985196143, 0.00013779995788354427, 0.00011972268112003803, 0.00011786655522882938, 5.481304106069729e-05, 4.9134090659208596e-05]"
bear3-truck3,2024-02-08 11:14:41,"['G', 'B', 'A', 'C', 'D', 'F', 'L', 'H', 'K', 'N', 'M', 'E', 'J', 'P', 'I', 'O']","[0.9331448078155518, 0.019981570541858673, 0.016055643558502197, 0.012504148297011852, 0.00794812012463808, 0.0024622126948088408, 0.001887843944132328, 0.0017734651919454336, 0.0009345505386590958, 0.0006626955582760274, 0.0006626955582760274, 0.0005757598555646837, 0.0005493938806466758, 0.00017836208280641586, 0.0001284694008063525, 0.00010485366510692984]"
truck7-boat1,2024-02-08 11:14:42,"['P', 'C', 'G', 'A', 'B', 'D', 'F', 'E', 'M', 'K', 'N', 'H', 'O', 'L', 'J', 'R']","[0.948339581489563, 0.020626725628972054, 0.012907876633107662, 0.007017889991402626, 0.005380803253501654, 0.0028801364824175835, 0.0011456391075626016, 0.0003777916426770389, 0.00027639829204417765, 0.00022558971249964088, 0.00017845616093836725, 0.00012074947153450921, 0.00010010482947109267, 8.170318324118853e-05, 6.880098226247355e-05, 6.668419518973678e-05]"
keyboard1-airplane2,2024-02-08 11:14:42,"['M', 'A', 'P', 'B', 'O', 'D', 'C', 'N', 'E', 'K', 'G', 'F', 'J', 'I', 'H', 'L']","[0.6498059630393982, 0.15924179553985596, 0.06535270065069199, 0.0313565656542778, 0.023302223533391953, 0.01731674186885357, 0.01731674186885357, 0.01153543684631586, 0.00496132904663682, 0.003745008260011673, 0.003745008260011673, 0.003253719536587596, 0.002826880430802703, 0.0018251712899655104, 0.001399407279677689, 0.0010399512248113751]"
bird7-keyboard3,2024-02-08 11:14:42,"['M', 'B', 'A', 'D', 'C', 'P', 'F', 'G', 'N', 'E', 'J', 'H', 'K', 'O', 'I', 'L']","[0.49426230788230896, 0.15074147284030914, 0.10523451119661331, 0.08068610727787018, 0.06186418607831001, 0.03752252459526062, 0.0266074538230896, 0.011992919258773327, 0.005490758456289768, 0.005239318590611219, 0.004921883810311556, 0.003954845014959574, 0.0037152329459786415, 0.0033827582374215126, 0.0013667577877640724, 0.0011690498795360327]"
airplane9-airplane2,2024-02-08 11:14:43,"['A', 'C', 'B', 'D', 'E', 'J', 'M', 'K', 'G', 'F', 'H', 'P', 'O', 'N', 'I', 'L']","[0.9899543523788452, 0.005795222241431475, 0.0025317450053989887, 0.0014201803132891655, 0.00012027599586872384, 1.8158960301661864e-05, 1.787742985470686e-05, 1.705876456981059e-05, 1.6533920643269084e-05, 1.5532183169852942e-05, 1.4591133549402002e-05, 1.3079408745397814e-05, 1.0843210475286469e-05, 1.0186253348365426e-05, 9.274689546145964e-06, 7.452422323694918e-06]"
bird7-oven3,2024-02-08 11:14:43,"['M', 'D', 'B', 'A', 'C', 'F', 'J', 'G', 'P', 'K', 'E', 'N', 'L', 'H', 'I', 'O']","[0.5402083396911621, 0.37127941846847534, 0.04165639355778694, 0.028186127543449402, 0.01103784516453743, 0.002207708079367876, 0.0012003100709989667, 0.0007871824782341719, 0.0006325189024209976, 0.0004849690885748714, 0.0004347234789747745, 0.00040838491986505687, 0.0003385629679542035, 0.0003230590664315969, 0.00018407349125482142, 0.00012261938536539674]"
bird3-cat1,2024-02-08 11:14:43,"['D', 'A', 'B', 'C', 'E', 'F', 'H', 'G', 'L', 'M', 'J', 'K', 'I', 'P', 'N', 'R']","[0.986592710018158, 0.006052716635167599, 0.005775542929768562, 0.0013089919229969382, 4.4791238906327635e-05, 3.952812767238356e-05, 3.488345100777224e-05, 2.323739136045333e-05, 1.5479439753107727e-05, 1.5479439753107727e-05, 1.4541585187544115e-05, 1.2633949154405855e-05, 1.15033417387167e-05, 9.686785233498085e-06, 7.311969056900125e-06, 5.784243512607645e-06]"
airplane3-clock1,2024-02-08 11:14:43,"['J', 'D', 'A', 'B', 'C', 'G', 'M', 'H', 'K', 'I', 'L', 'F', 'E', 'N', 'Q', 'P']","[0.9448308348655701, 0.025978153571486473, 0.017305180430412292, 0.007442865986377001, 0.0020347663667052984, 0.000601475709117949, 0.00038834192673675716, 0.0003648134879767895, 0.00023554130166303366, 0.00019834564591292292, 9.973445412470028e-05, 9.223929373547435e-05, 8.940138650359586e-05, 8.013888145796955e-05, 4.7111221647355705e-05, 3.501008541206829e-05]"
dog8-clock2,2024-02-08 11:14:44,"['J', 'K', 'B', 'A', 'C', 'H', 'D', 'G', 'M', 'I', 'F', 'L', 'Q', 'N', 'E', 'P']","[0.6307197213172913, 0.30262264609336853, 0.02484077960252762, 0.013090169988572598, 0.009727789089083672, 0.006280732341110706, 0.005993116647005081, 0.004055145662277937, 0.0006122353952378035, 0.00032770601683296263, 0.0003030785301234573, 0.0002847159339580685, 0.00025126090622507036, 0.00022173697652760893, 0.0001132521647377871, 9.536788274999708e-05]"
car1-keyboard2,2024-02-08 11:14:44,"['M', 'A', 'B', 'D', 'C', 'P', 'G', 'N', 'L', 'J', 'E', 'K', 'H', 'The', 'W', 'F']","[0.9930574893951416, 0.0033645310904830694, 0.0014246320351958275, 0.0009639541967771947, 0.00046251030289568007, 0.0001388707896694541, 0.00010319999273633584, 5.788995258626528e-05, 5.108770710648969e-05, 4.579472079058178e-05, 3.7376561522250995e-05, 3.6797093343921006e-05, 3.196987017872743e-05, 2.5290248231613077e-05, 2.163189674320165e-05, 2.0966352167306468e-05]"
clock5-clock2,2024-02-08 11:14:44,"['J', 'D', 'A', 'B', 'C', 'G', 'H', 'M', 'K', 'I', 'N', 'L', 'E', 'F', 'Q', 'P']","[0.9723729491233826, 0.01243312656879425, 0.007309058215469122, 0.0037331017665565014, 0.0017911617178469896, 0.0005815050681121647, 0.0003696271451190114, 0.0002878658997360617, 0.0002790091675706208, 0.0001745994813973084, 0.00011450513557065278, 0.00011450513557065278, 8.247495134128258e-05, 7.993746839929372e-05, 5.324983430909924e-05, 4.21240838477388e-05]"
truck3-bird2,2024-02-08 11:14:44,"['P', 'C', 'B', 'A', 'D', 'F', 'G', 'E', 'M', 'N', 'O', 'R', 'K', 'H', 'L', 'T']","[0.9928207993507385, 0.0036370581947267056, 0.001276727532967925, 0.001109240110963583, 0.0006125805084593594, 0.00016747020708862692, 8.553541556466371e-05, 5.187985152588226e-05, 4.4375188736012205e-05, 2.4126369680743665e-05, 2.3384081941912882e-05, 2.0636378394556232e-05, 2.0001463781227358e-05, 1.710815922706388e-05, 1.5822461136849597e-05, 1.0215748261543922e-05]"
clock4-elephant2,2024-02-08 11:14:45,"['J', 'D', 'A', 'B', 'C', 'G', 'H', 'I', 'M', 'K', 'L', 'N', 'E', 'F', 'P', 'Q']","[0.9849224090576172, 0.007519975304603577, 0.003962748683989048, 0.001527775777503848, 0.0007563038379885256, 0.00027822863194160163, 0.0002573193924035877, 0.0001661379064898938, 0.00011067170271417126, 7.726129842922091e-05, 6.712578033329919e-05, 6.017115811118856e-05, 5.831988892168738e-05, 4.2006235162261873e-05, 2.6286834327038378e-05, 2.5083070795517415e-05]"
truck1-cat1,2024-02-08 11:14:45,"['H', 'B', 'A', 'C', 'G', 'D', 'K', 'J', 'F', 'L', 'E', 'M', 'N', 'I', 'P', 'O']","[0.8489744663238525, 0.07418256253004074, 0.018465498462319374, 0.017077794298529625, 0.016043104231357574, 0.010521325282752514, 0.009141085669398308, 0.0016389063093811274, 0.0016389063093811274, 0.0005157047417014837, 0.0004695545067079365, 0.0003079413727391511, 0.00018388016906101257, 0.00015975788119249046, 0.00012059156142640859, 8.159633580362424e-05]"
oven2-bottle1,2024-02-08 11:14:45,"['F', 'B', 'D', 'A', 'C', 'E', 'P', 'G', 'H', 'M', 'J', 'N', 'K', 'L', 'O', 'I']","[0.9842680096626282, 0.005944837350398302, 0.003662508213892579, 0.0034406082704663277, 0.0017032246105372906, 0.00027804376441054046, 0.00020987844618503004, 0.00011410893057473004, 9.459962166147307e-05, 4.132751564611681e-05, 2.9767092200927436e-05, 2.9767092200927436e-05, 2.5066403395612724e-05, 2.3547707314719446e-05, 2.0458603103179485e-05, 1.862777025962714e-05]"
clock3-cat1,2024-02-08 11:14:46,"['J', 'B', 'D', 'H', 'A', 'C', 'G', 'K', 'M', 'F', 'L', 'I', 'E', 'N', 'P', 'Q']","[0.9279029965400696, 0.02434440888464451, 0.018959444016218185, 0.01387102622538805, 0.008955808356404305, 0.0028180701192468405, 0.0017912742914631963, 0.0003262152604293078, 0.00019177206559106708, 0.00014030344027560204, 0.00011814734170911834, 0.00010105677938554436, 0.00010105677938554436, 8.120140410028398e-05, 4.699576675193384e-05, 3.957439912483096e-05]"
boat3-airplane2,2024-02-08 11:14:46,"['M', 'A', 'B', 'C', 'D', 'P', 'E', 'F', 'G', 'N', 'J', 'K', 'O', 'I', 'H', 'L']","[0.38871073722839355, 0.26301485300064087, 0.11671212315559387, 0.09378083795309067, 0.057776693254709244, 0.04227033257484436, 0.006089618895202875, 0.006089618895202875, 0.0052087269723415375, 0.004251238889992237, 0.003870797110721469, 0.003579901996999979, 0.0030145798809826374, 0.001638998743146658, 0.001515825861133635, 0.0008371186559088528]"
chair8-knife2,2024-02-08 11:14:46,"['N', 'M', 'A', 'C', 'P', 'D', 'B', 'K', 'O', 'G', 'H', 'L', 'E', 'J', 'I', 'S']","[0.925471305847168, 0.05386888608336449, 0.008261061273515224, 0.003443723078817129, 0.003184922970831394, 0.0018432921497151256, 0.0007683984586037695, 0.00041777099249884486, 0.0003686815616674721, 0.0003686815616674721, 0.00030564775806851685, 0.00026973322383128107, 0.0001796810538507998, 0.00017689535161480308, 0.00016360146400984377, 0.00014896082575432956]"
bottle10-dog1,2024-02-08 11:14:46,"['F', 'B', 'D', 'A', 'C', 'E', 'P', 'G', 'H', 'M', 'N', 'J', 'L', 'K', 'I', 'R']","[0.9858433604240417, 0.006438190117478371, 0.0033926875330507755, 0.0023684778716415167, 0.0012287501012906432, 0.0002203027397627011, 9.328205487690866e-05, 7.978836219990626e-05, 7.855136209400371e-05, 4.0120110497809947e-05, 2.6725756470113993e-05, 2.433407644275576e-05, 2.0491348550422117e-05, 1.75271798070753e-05, 1.5467681805603206e-05, 1.2428629815985914e-05]"
keyboard6-bear2,2024-02-08 11:14:47,"['M', 'A', 'B', 'D', 'C', 'P', 'G', 'K', 'L', 'J', 'H', 'N', 'E', 'F', 'I', 'The']","[0.9829587340354919, 0.00694097438827157, 0.004623685963451862, 0.0021840743720531464, 0.0012251547304913402, 0.0005352304433472455, 0.00020000101358164102, 0.00016841772594489157, 0.00016070531273726374, 0.00013532745651900768, 0.00011575170356081799, 0.00011395714682294056, 8.208024519262835e-05, 6.595332524739206e-05, 6.293311162153259e-05, 5.382953895605169e-05]"
bird4-airplane1,2024-02-08 11:14:47,"['M', 'A', 'B', 'C', 'D', 'P', 'N', 'G', 'F', 'K', 'J', 'E', 'O', 'H', 'I', 'L']","[0.4040844440460205, 0.32980412244796753, 0.10216854512691498, 0.0713251382112503, 0.0446341298520565, 0.024267157539725304, 0.004151621367782354, 0.004087256267666817, 0.002990300301462412, 0.0028091275598853827, 0.002638930920511484, 0.0021877505350857973, 0.001369059318676591, 0.0010016252053901553, 0.0006992471171543002, 0.0005361313233152032]"
dog10-car3,2024-02-08 11:14:47,"['K', 'G', 'C', 'B', 'A', 'D', 'J', 'M', 'H', 'L', 'P', 'N', 'F', 'E', 'Q', 'R']","[0.7349076867103577, 0.17184963822364807, 0.04018504545092583, 0.03546317666769028, 0.010647976770997047, 0.0032474494073539972, 0.0008210837841033936, 0.0007360148010775447, 0.00041936853085644543, 0.0003476687415968627, 0.0002793596941046417, 0.00023159732518251985, 0.0002280067274114117, 0.00010603296686895192, 9.65441286098212e-05, 6.532502447953448e-05]"
elephant8-elephant1,2024-02-08 11:14:48,"['L', 'D', 'A', 'C', 'M', 'B', 'G', 'I', 'E', 'P', 'J', 'H', 'K', 'N', 'R', 'F']","[0.9961338043212891, 0.0011482700938358903, 0.0009371908381581306, 0.0004712491063401103, 0.00029954416095279157, 0.00026434677420184016, 0.00011548456677701324, 8.189081563614309e-05, 7.573662878712639e-05, 6.788986502215266e-05, 6.788986502215266e-05, 6.377663521561772e-05, 6.278786895563826e-05, 5.5410098866559565e-05, 3.991039193351753e-05, 2.9199069103924558e-05]"
boat1-truck3,2024-02-08 11:14:48,"['I', 'A', 'C', 'E', 'D', 'B', 'J', 'G', 'H', 'M', 'N', 'L', 'O', 'K', 'F', 'P']","[0.7775717973709106, 0.12496716529130936, 0.03159664571285248, 0.016650263220071793, 0.011266130954027176, 0.00877407193183899, 0.007161188405007124, 0.005936833564192057, 0.003128491574898362, 0.003128491574898362, 0.0021501786541193724, 0.0019885902293026447, 0.0015487157506868243, 0.0012251349398866296, 0.0009844235610216856, 0.000720219686627388]"
bear8-truck3,2024-02-08 11:14:48,"['B', 'L', 'A', 'C', 'D', 'M', 'G', 'F', 'H', 'I', 'E', 'K', 'J', 'P', 'N', 'O']","[0.6360743045806885, 0.14873859286308289, 0.08343478292226791, 0.06397167593240738, 0.04396704584360123, 0.0076403263956308365, 0.00442188186571002, 0.003497996600344777, 0.0015766705619171262, 0.0014811448054388165, 0.0013698351103812456, 0.0011716820299625397, 0.0009713585022836924, 0.0009414729429408908, 0.00020045117707923055, 0.00013352926180232316]"
airplane4-dog2,2024-02-08 11:14:48,"['B', 'C', 'A', 'D', 'F', 'G', 'M', 'H', 'E', 'K', 'J', 'P', 'L', 'N', 'I', 'O']","[0.4062362611293793, 0.38162365555763245, 0.10597306489944458, 0.08923826366662979, 0.0034064985811710358, 0.0029596169479191303, 0.002531494712457061, 0.0023049521259963512, 0.0017398691270500422, 0.001272915513254702, 0.0008748611435294151, 0.0005560956196859479, 0.00030234394944272935, 0.0002467659069225192, 0.00022468292445410043, 0.00011209847434656695]"
elephant9-clock3,2024-02-08 11:14:49,"['J', 'L', 'D', 'A', 'B', 'M', 'G', 'C', 'H', 'I', 'K', 'N', 'F', 'E', 'P', 'Q']","[0.9018120765686035, 0.0567571222782135, 0.022226408123970032, 0.006673577707260847, 0.004445561207830906, 0.0029154701624065638, 0.002003771485760808, 0.0012153489515185356, 0.000454142689704895, 0.00038844882510602474, 0.00033225788502022624, 0.000169700724654831, 0.00015694751346018165, 0.00010454958828631788, 6.750228931196034e-05, 5.957055327598937e-05]"
bottle8-bottle3,2024-02-08 11:14:49,"['F', 'B', 'D', 'A', 'C', 'E', 'G', 'H', 'P', 'M', 'N', 'J', 'L', 'I', 'K', 'W']","[0.987370491027832, 0.005181245040148497, 0.003561014076694846, 0.0021598641760647297, 0.0011927903397008777, 0.00019169884035363793, 7.052206638036296e-05, 5.755843085353263e-05, 4.4826552766608074e-05, 2.805174153763801e-05, 1.6750460417824797e-05, 1.5251464901666623e-05, 1.4327425560622942e-05, 1.2254896319063846e-05, 1.0985218978021294e-05, 8.292077836813405e-06]"
airplane9-knife3,2024-02-08 11:14:49,"['M', 'N', 'A', 'C', 'D', 'B', 'P', 'G', 'I', 'F', 'K', 'J', 'O', 'E', 'H', 'L']","[0.7087546586990356, 0.12510262429714203, 0.054653290659189224, 0.03998520225286484, 0.023141657933592796, 0.01298129465430975, 0.011636356823146343, 0.003959071356803179, 0.0036047750618308783, 0.003035525092855096, 0.002763876924291253, 0.0023274177219718695, 0.0017844932153820992, 0.001650386257097125, 0.001526357838883996, 0.0012074485421180725]"
oven9-bird3,2024-02-08 11:14:49,"['O', 'P', 'A', 'B', 'D', 'N', 'C', 'M', 'E', 'K', 'L', 'Q', 'G', 'J', 'H', 'F']","[0.9879150390625, 0.003974788822233677, 0.003792770439758897, 0.0009740640525706112, 0.0006590846460312605, 0.0005379291833378375, 0.0005295894225127995, 0.0003874558606185019, 0.0002790740109048784, 0.00011633535177679732, 9.796419180929661e-05, 9.495014819549397e-05, 9.347808372694999e-05, 9.347808372694999e-05, 8.781453652773052e-05, 7.280080171767622e-05]"
bicycle9-airplane2,2024-02-08 11:14:50,"['C', 'A', 'B', 'D', 'E', 'F', 'G', 'P', 'H', 'M', 'J', 'K', 'L', 'I', 'N', 'R']","[0.9969179630279541, 0.00192450440954417, 0.0005869406741112471, 0.0004716200928669423, 1.3589517948275898e-05, 1.1266106412222143e-05, 9.63641195994569e-06, 7.504844688810408e-06, 6.319713065749966e-06, 6.03031185164582e-06, 5.577127012657002e-06, 5.1579991122707725e-06, 4.411870577314403e-06, 3.954775365855312e-06, 3.954775365855312e-06, 2.5533947791700484e-06]"
truck6-clock2,2024-02-08 11:14:50,"['P', 'F', 'C', 'B', 'A', 'D', 'G', 'M', 'E', 'N', 'K', 'J', 'H', 'O', 'L', 'R']","[0.975874662399292, 0.006473449990153313, 0.005366678815335035, 0.004590363707393408, 0.0035749785602092743, 0.002495737047865987, 0.0005568742053583264, 0.00023213971871882677, 0.0002016864891629666, 0.00010301137808710337, 9.526994836051017e-05, 8.407543646171689e-05, 6.151090929051861e-05, 4.9425401812186465e-05, 4.0339833503821865e-05, 3.9714421291137114e-05]"
bottle5-clock3,2024-02-08 11:14:50,"['J', 'D', 'F', 'B', 'A', 'C', 'G', 'H', 'M', 'E', 'I', 'K', 'N', 'L', 'P', 'Q']","[0.6642236113548279, 0.14820832014083862, 0.11724242568016052, 0.04591279476881027, 0.013785520568490028, 0.004839173052459955, 0.002590222517028451, 0.0010630253236740828, 0.0003850022330880165, 0.00034511377452872694, 0.00031422966276295483, 0.00029061493114568293, 0.00019359127327334136, 0.000121146316814702, 7.121825183276087e-05, 7.121825183276087e-05]"
